id_cliente,municipio,cnae_codigo,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente,has_serasa_negativacao,has_ifood,has_google_maps,idade_cnpj_midpoint,segmento_cliente_Segmento 10,segmento_cliente_Segmento 11,segmento_cliente_Segmento 12,segmento_cliente_Segmento 13,segmento_cliente_Segmento 14,segmento_cliente_Segmento 15,segmento_cliente_Segmento 16,segmento_cliente_Segmento 17,segmento_cliente_Segmento 18,segmento_cliente_Segmento 19,segmento_cliente_Segmento 2,segmento_cliente_Segmento 20,segmento_cliente_Segmento 21,segmento_cliente_Segmento 3,segmento_cliente_Segmento 4,segmento_cliente_Segmento 5,segmento_cliente_Segmento 6,segmento_cliente_Segmento 7,segmento_cliente_Segmento 8,segmento_cliente_Segmento 9,natureza_juridica_206-2 - Sociedade Empresária Limitada,natureza_juridica_213-5 - Empresário (Individual),natureza_juridica_224-0 - Sociedade Simples Limitada,natureza_juridica_230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),fonte_cliente_Fonte 2,fonte_cliente_Fonte 3,fonte_cliente_Fonte 4,fonte_cliente_Fonte 5,orders_count,valor_min,valor_max,valor_mean,valor_median,valor_std,delay_mean,delay_max,pct_orders_delayed,last_order_date,first_order_date,recency_days,orders_per_month
1015964364540,FORTALEZA,53.23-6-24,"(15000, 20000]","(4000, 5000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1016374092653,FORTALEZA,77.49-8-16,"(3000, 5000]","(100, 150]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1021300971235,FORTALEZA,77.81-4-66,"(8000, 10000]","(1600, 2000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1021961876022,PACATUBA,53.23-6-24,"(15000, 20000]","(5000, 8000]",30.0,0.0,"Bancos e Financeiro, Distribuição, Energia",1.0,,,,,1.0,1.0,True,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,
1028008990269,CAUCAIA,96.51-6-59,"(70000, 100000]","(1600, 2000]",52.0,10.0,,1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
1034256251853,CAUCAIA,74.49-2-82,"(8000, 10000]","(350, 450]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
1039911314960,FORTALEZA,77.12-9-14,"(8000, 10000]","(900, 1150]",2.0,0.0,Alimentos e Bebidas,0.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1039919484244,FORTALEZA,77.74-5-45,"(8000, 10000]","(8000, 25000]",1.0,0.0,Bancos e Financeiro,1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1041056461533,FORTALEZA,39.87-6-92,"(15000, 20000]","(8000, 25000]",8.0,0.0,"Bancos e Financeiro, Bancos e Financeiro",1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,250.0,750.0,416.6666666666667,250.0,288.67513459481285,-15.333333333333334,3.0,0.6666666666666666,2023-12-20,2023-03-27,882.0,0.33582089552238803
1041216405422,FORTALEZA,53.23-6-84,"(15000, 20000]","(5000, 8000]",0.0,0.0,,1.0,"(0, 5]",$,,,1.0,0.0,False,True,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,
1041363501491,FORTALEZA,77.49-8-16,"(70000, 100000]","(25, 50]",0.0,0.0,,1.0,,,,"(30, 50]",1.0,0.0,False,False,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.0,250.0,750.0,416.6666666666667,250.0,288.67513459481285,2.3333333333333335,5.0,1.0,2023-12-13,2023-10-31,889.0,2.0930232558139537
1042036595238,FORTALEZA,53.23-6-84,"(10000, 15000]","(2400, 3000]",0.0,0.0,,1.0,"(5, 10]",$,,,1.0,0.0,False,True,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,
1042522836616,MARACANAU,53.23-6-74,"(70000, 100000]","(350, 450]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,
1043346100156,FORTALEZA,53.23-6-84,"(5000, 8000]","(750, 900]",0.0,0.0,,1.0,,$,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1044998526583,FORTALEZA,53.23-6-84,"(5000, 8000]","(5000, 8000]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.0,250.0,250.0,250.0,250.0,0.0,8.666666666666666,12.5,1.0,2023-03-27,2023-01-25,1150.0,1.4754098360655739
1048119105653,FORTALEZA,77.74-5-45,"(200, 1000]","(2000, 2400]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1050676688813,FORTALEZA,53.23-6-24,"(2000, 3000]","(3000, 4000]",2.0,4.0,"Tecnologia e Pagamentos, Financeiro",1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3.0,250.0,250.0,250.0,250.0,0.0,1.6666666666666667,3.0,1.0,2023-12-15,2023-11-22,887.0,3.913043478260869
1052233516098,HORIZONTE,53.23-6-24,"(70000, 100000]","(450, 600]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1054276094993,MARACANAU,77.12-9-14,"(8000, 10000]","(2000, 2400]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,250.0,1500.0,666.6666666666666,250.0,721.6878364870322,1.0,1.0,1.0,2024-05-08,2023-11-29,742.0,0.5590062111801243
1056080434281,FORTALEZA,39.87-6-92,"(3000, 5000]","(1600, 2000]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1056178969568,CAUCAIA,53.77-2-48,"(200, 1000]","(2400, 3000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1056232908537,FORTALEZA,77.26-4-94,"(20000, 30000]","(8000, 25000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1056378056509,ARACATI,64.23-9-54,"(15000, 20000]","(2000, 2400]",0.0,0.0,,0.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1056396665037,FORTALEZA,77.12-9-14,"(1500, 2000]","(1150, 1300]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3.0,1500.0,1500.0,1500.0,1500.0,0.0,-33.0,1.0,0.3333333333333333,2023-05-23,2023-04-10,1093.0,2.0930232558139537
1057643365946,FORTALEZA,53.23-6-24,"(8000, 10000]","(5000, 8000]",0.0,0.0,,1.0,,$,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.0,250.0,250.0,250.0,250.0,0.0,-16.0,1.0,0.6666666666666666,2024-04-11,2022-08-31,769.0,0.15280135823429541
1059621246241,FORTALEZA,77.74-5-45,"(15000, 20000]","(2400, 3000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1060642544658,EUSEBIO,39.87-6-92,"(2000, 3000]","(50, 100]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3.0,250.0,250.0,250.0,250.0,0.0,-15.333333333333334,3.0,0.6666666666666666,2024-01-26,2023-12-07,845.0,1.7999999999999998
1064482379379,FORTALEZA,53.23-6-74,"(3000, 5000]","(450, 600]",0.0,0.0,,1.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1065498419308,FORTALEZA,77.12-9-14,"(3000, 5000]","(2400, 3000]",0.0,0.0,,1.0,,,,,1.0,1.0,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1067097509546,CAUCAIA,53.23-6-24,"(20000, 30000]","(750, 900]",3.0,0.0,"Bancos e Financeiro, Financeiro, Financeiro",1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1068828679966,FORTALEZA,77.78-2-37,"(3000, 5000]","(350, 450]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1071316921858,CAUCAIA,39.87-6-92,"(30000, 50000]","(8000, 25000]",8.0,0.0,Bancos e Financeiro,1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,750.0,1500.0,1000.0,750.0,433.0127018922193,-50.0,-50.0,0.0,2023-08-08,2022-12-21,1016.0,0.3913043478260869
1071644142607,FORTALEZA,77.36-5-94,"(1500, 2000]","(0, 25]",0.0,0.0,,1.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1074165991492,FORTALEZA,39.87-6-23,"(1000, 1500]","(1600, 2000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1074526913481,FORTIM,74.49-2-82,"(200000, 1000000]","(5000, 8000]",1.0,0.0,Serviços,0.0,,,,,1.0,0.0,True,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,250.0,250.0,250.0,250.0,0.0,1.0,1.0,1.0,2023-10-03,2023-08-30,960.0,2.6470588235294117
1077676893331,AQUIRAZ,53.23-6-24,"(10000, 15000]","(750, 900]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1086065967168,FORTALEZA,53.23-6-24,"(8000, 10000]","(450, 600]",0.0,0.0,,0.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1087946321690,SAO GONCALO DO AMARANTE,53.35-1-81,"(3000, 5000]","(1600, 2000]",1.0,0.0,,1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1090271015747,AQUIRAZ,53.77-2-48,"(200000, 1000000]","(25, 50]",0.0,0.0,,0.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1096591147761,FORTALEZA,77.36-5-94,"(3000, 5000]","(100, 150]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1100786083277,FORTALEZA,53.23-6-24,"(30000, 50000]","(150, 250]",10.0,3.0,"Distribuição, Alimentos e Bebidas",0.0,,,,,1.0,1.0,True,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1105423454701,FORTALEZA,53.23-6-84,"(15000, 20000]","(8000, 25000]",0.0,0.0,,1.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,
1107735056057,FORTALEZA,53.23-6-24,"(15000, 20000]","(1300, 1600]",1.0,0.0,Bancos e Financeiro,1.0,"(10, 20]",$$$$,,,1.0,0.0,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1109042886032,CAUCAIA,77.74-5-45,"(5000, 8000]","(5000, 8000]",10.0,0.0,Saúde,1.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1111265470873,FORTALEZA,53.23-6-24,"(2000, 3000]","(5000, 8000]",0.0,0.0,,1.0,,$,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.0,750.0,750.0,750.0,750.0,0.0,2.3333333333333335,3.0,1.0,2023-02-17,2023-02-10,1188.0,12.857142857142858
1115672906251,FORTALEZA,53.23-6-24,"(70000, 100000]","(1300, 1600]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
1118196294948,CAUCAIA,39.87-6-92,"(10000, 15000]","(2000, 2400]",1.0,0.0,Alimentos e Bebidas,0.0,,,,,1.0,0.0,True,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,250.0,250.0,250.0,250.0,0.0,4.666666666666667,8.0,1.0,2024-02-14,2023-02-23,826.0,0.25280898876404495
1121373046582,FORTALEZA,53.35-1-24,"(1500, 2000]","(250, 350]",0.0,0.0,,0.0,,,,,1.0,1.0,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3.0,250.0,250.0,250.0,250.0,0.0,3.0,5.0,1.0,2024-05-15,2024-04-25,735.0,4.5
1126932041966,FORTALEZA,25.45-8-35,"(200, 1000]","(350, 450]",0.0,0.0,,0.0,,,,"(10, 20]",1.0,0.0,False,False,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,250.0,250.0,250.0,250.0,0.0,-50.0,-50.0,0.0,2023-11-25,2023-11-20,907.0,18.0
1129956569547,FORTALEZA,77.78-2-37,"(5000, 8000]","(5000, 8000]",0.0,0.0,,1.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1134563071032,FORTALEZA,77.74-5-45,"(10000, 15000]","(0, 25]",3.0,0.0,,1.0,,,,,1.0,1.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1138318835508,CAUCAIA,53.23-6-84,"(2000, 3000]","(150, 250]",0.0,0.0,,1.0,,,,,1.0,1.0,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1138369745609,GUARAMIRANGA,74.37-3-35,"(8000, 10000]","(8000, 25000]",0.0,1.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1138846279709,FORTALEZA,77.52-3-81,"(20000, 30000]","(750, 900]",0.0,0.0,,1.0,"(200, 500]",$,,,1.0,1.0,False,True,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1141184311097,FORTALEZA,77.74-5-45,"(10000, 15000]","(2400, 3000]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
1141741776203,FORTALEZA,53.77-2-48,"(30000, 50000]","(50, 100]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1149346157706,FORTALEZA,77.74-5-45,"(15000, 20000]","(1150, 1300]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1149559588905,FORTALEZA,53.23-6-24,"(20000, 30000]","(0, 25]",0.0,0.0,,1.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.0,250.0,750.0,583.3333333333334,750.0,288.67513459481285,2.3333333333333335,3.0,1.0,2023-05-08,2023-04-26,1108.0,7.5
1150151280580,FORTALEZA,77.77-2-39,"(8000, 10000]","(2400, 3000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1150539871269,PINDORETAMA,53.23-6-84,"(30000, 50000]","(0, 25]",0.0,0.0,,0.0,,,,,1.0,1.0,False,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
1150634177795,FORTALEZA,39.87-6-92,"(3000, 5000]","(1300, 1600]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1152312452603,FORTALEZA,53.23-6-24,"(15000, 20000]","(5000, 8000]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
1153772494515,FORTALEZA,77.74-5-45,"(1500, 2000]","(2000, 2400]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
1155464087549,FORTALEZA,39.87-6-92,"(2000, 3000]","(450, 600]",0.0,0.0,,1.0,,,,"(10, 20]",1.0,0.0,False,False,True,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,,,,,,,,,,,,,
1161125403914,FORTALEZA,77.74-5-45,"(8000, 10000]","(8000, 25000]",0.0,0.0,,1.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,
1167724824598,FORTALEZA,77.77-2-39,"(8000, 10000]","(450, 600]",2.0,0.0,"Bancos e Financeiro, Bancos e Financeiro",1.0,,,,,1.0,1.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1175158982386,FORTALEZA,53.23-6-24,"(8000, 10000]","(1150, 1300]",20.0,2.0,"Alimentos e Bebidas, Distribuição, Tecnologia e Pagamentos, Comércio",1.0,,,,,1.0,1.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,
1176179503936,FORTALEZA,77.59-9-78,"(200, 1000]","(1150, 1300]",0.0,0.0,,0.0,,,,,1.0,0.0,False,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,
