id_cliente,uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente
1000732585882,CE,CAUCAIA,Segmento 2,213-5 - Empresário (Individual),Fonte 1,77.49-8-16,"(1500, 2000]","(3000, 4000]",0.0,0.0,,0.0,"(50, 100]",$$,,,,0.0
1001250740869,CE,FORTALEZA,Segmento 10,206-2 - Sociedade Empresária Limitada,Fonte 5,39.87-6-92,"(8000, 10000]","(25, 50]",3.0,0.0,,0.0,,,,,,0.0
1002669165825,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(1500, 2000]","(3000, 4000]",5.0,0.0,"Financeiro, Comércio, Tecnologia",1.0,,,,,,0.0
1003899664289,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(2000, 3000]","(900, 1150]",0.0,0.0,,0.0,,,,,,0.0
1005577842775,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(8000, 10000]","(600, 750]",1.0,1.0,Saúde,0.0,,,,,,0.0
1005928805955,CE,SAO GONCALO DO AMARANTE,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(100000, 200000]","(2000, 2400]",0.0,0.0,,0.0,,,,,,0.0
1006479800959,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.77-2-39,"(1500, 2000]","(900, 1150]",0.0,0.0,,1.0,,,,,,0.0
1008295105717,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,12.74-7-32,"(3000, 5000]","(450, 600]",0.0,0.0,,1.0,,,,,,0.0
1010025345946,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-92,"(70000, 100000]","(150, 250]",0.0,0.0,,0.0,,,,,,0.0
1012149504553,CE,PACAJUS,Segmento 5,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(70000, 100000]","(600, 750]",0.0,0.0,,0.0,,,,,,0.0
1015964364540,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(4000, 5000]",0.0,0.0,,0.0,,,,,,0.0
1016374092653,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.49-8-16,"(3000, 5000]","(100, 150]",0.0,0.0,,0.0,,,,,,0.0
1021300971235,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.81-4-66,"(8000, 10000]","(1600, 2000]",0.0,0.0,,0.0,,,,,,0.0
1021961876022,CE,PACATUBA,Segmento 19,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(15000, 20000]","(5000, 8000]",30.0,0.0,"Bancos e Financeiro, Distribuição, Energia",1.0,,,,,,1.0
1028008990269,CE,CAUCAIA,Segmento 17,206-2 - Sociedade Empresária Limitada,Fonte 1,96.51-6-59,"(70000, 100000]","(1600, 2000]",52.0,10.0,,1.0,,,,,,0.0
1034256251853,CE,CAUCAIA,Segmento 13,206-2 - Sociedade Empresária Limitada,Fonte 1,74.49-2-82,"(8000, 10000]","(350, 450]",0.0,0.0,,1.0,,,,,,0.0
1039911314960,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(8000, 10000]","(900, 1150]",2.0,0.0,Alimentos e Bebidas,0.0,,,,,,0.0
1039919484244,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(8000, 10000]","(8000, 25000]",1.0,0.0,Bancos e Financeiro,1.0,,,,,,0.0
1041056461533,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-92,"(15000, 20000]","(8000, 25000]",8.0,0.0,"Bancos e Financeiro, Bancos e Financeiro",1.0,,,,,,0.0
1041216405422,CE,FORTALEZA,Segmento 15,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-84,"(15000, 20000]","(5000, 8000]",0.0,0.0,,1.0,"(0, 5]",$,,,,0.0
1041363501491,CE,FORTALEZA,Segmento 15,206-2 - Sociedade Empresária Limitada,Fonte 5,77.49-8-16,"(70000, 100000]","(25, 50]",0.0,0.0,,1.0,,,,"(30, 50]",1.0,0.0
1042036595238,CE,FORTALEZA,Segmento 2,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-84,"(10000, 15000]","(2400, 3000]",0.0,0.0,,1.0,"(5, 10]",$,,,,0.0
1042522836616,CE,MARACANAU,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-74,"(70000, 100000]","(350, 450]",0.0,0.0,,0.0,,,,,,0.0
1043346100156,CE,FORTALEZA,Segmento 2,213-5 - Empresário (Individual),Fonte 5,53.23-6-84,"(5000, 8000]","(750, 900]",0.0,0.0,,1.0,,$,,,,1.0
1044998526583,CE,FORTALEZA,Segmento 15,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-84,"(5000, 8000]","(5000, 8000]",0.0,0.0,,1.0,,,,,,0.0
1048119105653,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(200, 1000]","(2000, 2400]",0.0,0.0,,0.0,,,,,,0.0
1050676688813,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(2000, 3000]","(3000, 4000]",2.0,4.0,"Tecnologia e Pagamentos, Financeiro",1.0,,,,,,0.0
1052233516098,CE,HORIZONTE,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(70000, 100000]","(450, 600]",0.0,0.0,,0.0,,,,,,0.0
1054276094993,CE,MARACANAU,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(8000, 10000]","(2000, 2400]",0.0,0.0,,0.0,,,,,,0.0
1056080434281,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 1,39.87-6-92,"(3000, 5000]","(1600, 2000]",0.0,0.0,,1.0,,,,,,0.0
1056178969568,CE,CAUCAIA,Segmento 3,213-5 - Empresário (Individual),Fonte 1,53.77-2-48,"(200, 1000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,0.0
1056232908537,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.26-4-94,"(20000, 30000]","(8000, 25000]",0.0,0.0,,0.0,,,,,,0.0
1056378056509,CE,ARACATI,Segmento 9,213-5 - Empresário (Individual),Fonte 5,64.23-9-54,"(15000, 20000]","(2000, 2400]",0.0,0.0,,0.0,,,,,,1.0
1056396665037,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,77.12-9-14,"(1500, 2000]","(1150, 1300]",0.0,0.0,,1.0,,,,,,0.0
1057643365946,CE,FORTALEZA,Segmento 19,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(8000, 10000]","(5000, 8000]",0.0,0.0,,1.0,,$,,,,0.0
1059621246241,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(15000, 20000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,0.0
1060642544658,CE,EUSEBIO,Segmento 10,213-5 - Empresário (Individual),Fonte 2,39.87-6-92,"(2000, 3000]","(50, 100]",0.0,0.0,,1.0,,,,,,0.0
1064482379379,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-74,"(3000, 5000]","(450, 600]",0.0,0.0,,1.0,,,,,,1.0
1065498419308,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,77.12-9-14,"(3000, 5000]","(2400, 3000]",0.0,0.0,,1.0,,,,,,1.0
1067097509546,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(20000, 30000]","(750, 900]",3.0,0.0,"Bancos e Financeiro, Financeiro, Financeiro",1.0,,,,,,0.0
1068828679966,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.78-2-37,"(3000, 5000]","(350, 450]",0.0,0.0,,0.0,,,,,,0.0
1071316921858,CE,CAUCAIA,Segmento 18,206-2 - Sociedade Empresária Limitada,Fonte 1,39.87-6-92,"(30000, 50000]","(8000, 25000]",8.0,0.0,Bancos e Financeiro,1.0,,,,,,0.0
1071644142607,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.36-5-94,"(1500, 2000]","(0, 25]",0.0,0.0,,1.0,,,,,,1.0
1074165991492,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(1000, 1500]","(1600, 2000]",0.0,0.0,,0.0,,,,,,0.0
1074526913481,CE,FORTIM,Segmento 13,206-2 - Sociedade Empresária Limitada,Fonte 1,74.49-2-82,"(200000, 1000000]","(5000, 8000]",1.0,0.0,Serviços,0.0,,,,,,0.0
1077676893331,CE,AQUIRAZ,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(10000, 15000]","(750, 900]",0.0,0.0,,0.0,,,,,,0.0
1086065967168,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(450, 600]",0.0,0.0,,0.0,,,,,,1.0
1087946321690,CE,SAO GONCALO DO AMARANTE,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.35-1-81,"(3000, 5000]","(1600, 2000]",1.0,0.0,,1.0,,,,,,0.0
1090271015747,CE,AQUIRAZ,Segmento 1,213-5 - Empresário (Individual),Fonte 5,53.77-2-48,"(200000, 1000000]","(25, 50]",0.0,0.0,,0.0,,,,,,1.0
1096591147761,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.36-5-94,"(3000, 5000]","(100, 150]",0.0,0.0,,0.0,,,,,,0.0
1100786083277,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(30000, 50000]","(150, 250]",10.0,3.0,"Distribuição, Alimentos e Bebidas",0.0,,,,,,1.0
1105423454701,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-84,"(15000, 20000]","(8000, 25000]",0.0,0.0,,1.0,,,,,,1.0
1107735056057,CE,FORTALEZA,Segmento 3,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(1300, 1600]",1.0,0.0,Bancos e Financeiro,1.0,"(10, 20]",$$$$,,,,0.0
1109042886032,CE,CAUCAIA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.74-5-45,"(5000, 8000]","(5000, 8000]",10.0,0.0,Saúde,1.0,,,,,,0.0
1111265470873,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(2000, 3000]","(5000, 8000]",0.0,0.0,,1.0,,$,,,,0.0
1115672906251,CE,FORTALEZA,Segmento 5,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(70000, 100000]","(1300, 1600]",0.0,0.0,,1.0,,,,,,0.0
1118196294948,CE,CAUCAIA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-92,"(10000, 15000]","(2000, 2400]",1.0,0.0,Alimentos e Bebidas,0.0,,,,,,0.0
1121373046582,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,53.35-1-24,"(1500, 2000]","(250, 350]",0.0,0.0,,0.0,,,,,,1.0
1126932041966,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 1,25.45-8-35,"(200, 1000]","(350, 450]",0.0,0.0,,0.0,,,,"(10, 20]",1.0,0.0
1129956569547,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.78-2-37,"(5000, 8000]","(5000, 8000]",0.0,0.0,,1.0,,,,,,1.0
1134563071032,CE,FORTALEZA,Segmento 1,213-5 - Empresário (Individual),Fonte 5,77.74-5-45,"(10000, 15000]","(0, 25]",3.0,0.0,,1.0,,,,,,1.0
1138318835508,CE,CAUCAIA,Segmento 10,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(2000, 3000]","(150, 250]",0.0,0.0,,1.0,,,,,,1.0
1138369745609,CE,GUARAMIRANGA,Segmento 13,213-5 - Empresário (Individual),Fonte 1,74.37-3-35,"(8000, 10000]","(8000, 25000]",0.0,1.0,,1.0,,,,,,0.0
1138846279709,CE,FORTALEZA,Segmento 11,213-5 - Empresário (Individual),Fonte 1,77.52-3-81,"(20000, 30000]","(750, 900]",0.0,0.0,,1.0,"(200, 500]",$,,,,1.0
1141184311097,CE,FORTALEZA,Segmento 16,206-2 - Sociedade Empresária Limitada,Fonte 1,77.74-5-45,"(10000, 15000]","(2400, 3000]",0.0,0.0,,1.0,,,,,,0.0
1141741776203,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 1,53.77-2-48,"(30000, 50000]","(50, 100]",0.0,0.0,,0.0,,,,,,0.0
1149346157706,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(15000, 20000]","(1150, 1300]",0.0,0.0,,1.0,,,,,,0.0
1149559588905,CE,FORTALEZA,Segmento 19,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(20000, 30000]","(0, 25]",0.0,0.0,,1.0,,,,,,1.0
1150151280580,CE,FORTALEZA,Segmento 9,213-5 - Empresário (Individual),Fonte 1,77.77-2-39,"(8000, 10000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,0.0
1150539871269,CE,PINDORETAMA,Segmento 18,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-84,"(30000, 50000]","(0, 25]",0.0,0.0,,0.0,,,,,,1.0
1150634177795,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,39.87-6-92,"(3000, 5000]","(1300, 1600]",0.0,0.0,,1.0,,,,,,0.0
1152312452603,CE,FORTALEZA,Segmento 5,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(15000, 20000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
1153772494515,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(1500, 2000]","(2000, 2400]",0.0,0.0,,1.0,,,,,,0.0
1155464087549,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 2,39.87-6-92,"(2000, 3000]","(450, 600]",0.0,0.0,,1.0,,,,"(10, 20]",1.0,0.0
1161125403914,CE,FORTALEZA,Segmento 16,206-2 - Sociedade Empresária Limitada,Fonte 5,77.74-5-45,"(8000, 10000]","(8000, 25000]",0.0,0.0,,1.0,,,,,,0.0
1167724824598,CE,FORTALEZA,Segmento 9,213-5 - Empresário (Individual),Fonte 5,77.77-2-39,"(8000, 10000]","(450, 600]",2.0,0.0,"Bancos e Financeiro, Bancos e Financeiro",1.0,,,,,,1.0
1175158982386,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(8000, 10000]","(1150, 1300]",20.0,2.0,"Alimentos e Bebidas, Distribuição, Tecnologia e Pagamentos, Comércio",1.0,,,,,,1.0
1176179503936,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,77.59-9-78,"(200, 1000]","(1150, 1300]",0.0,0.0,,0.0,,,,,,0.0
1176757691994,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(3000, 5000]","(600, 750]",0.0,0.0,,1.0,,$,,,,0.0
1176822232221,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 5,53.23-6-84,"(2000, 3000]","(1300, 1600]",0.0,0.0,,0.0,,,,,,0.0
1178815962838,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.35-1-92,"(3000, 5000]","(600, 750]",1.0,0.0,Tecnologia e Pagamentos,0.0,,$$,,,,0.0
1179395663311,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,25.45-8-35,"(200, 1000]","(250, 350]",2.0,0.0,Saúde,1.0,,,,,,0.0
1180599068038,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 2,53.23-6-84,"(8000, 10000]","(50, 100]",0.0,0.0,,0.0,,,,,,0.0
1180827397085,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(3000, 5000]","(450, 600]",0.0,0.0,,0.0,,,,,,0.0
1188740301826,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(200, 1000]","(1600, 2000]",0.0,0.0,,0.0,"(20, 30]",$,,"(10, 20]",1.0,0.0
1189299400339,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(1500, 2000]","(1600, 2000]",0.0,0.0,,0.0,,,,,,0.0
1190030058298,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(50, 100]",0.0,0.0,,0.0,,,,,,0.0
1192381357102,CE,MARACANAU,Segmento 9,213-5 - Empresário (Individual),Fonte 5,77.74-5-45,"(2000, 3000]","(1600, 2000]",0.0,0.0,,1.0,,,,,,1.0
1195292632845,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 5,39.49-4-98,"(200, 1000]","(600, 750]",0.0,0.0,,1.0,,,,,,1.0
1195992412028,CE,FORTALEZA,Segmento 9,206-2 - Sociedade Empresária Limitada,Fonte 2,77.74-5-45,"(70000, 100000]","(450, 600]",0.0,0.0,,0.0,,,,,,1.0
1198360055950,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.77-2-39,"(3000, 5000]","(4000, 5000]",0.0,0.0,,1.0,,,,,,1.0
1198666809130,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.12-9-84,"(3000, 5000]","(750, 900]",0.0,0.0,,1.0,,,,,,1.0
1198669438846,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 2,77.74-5-45,"(8000, 10000]","(0, 25]",0.0,0.0,,0.0,,,,,,1.0
1198698031397,CE,MARACANAU,Segmento 15,213-5 - Empresário (Individual),Fonte 5,53.23-6-84,"(3000, 5000]","(450, 600]",7.0,0.0,"Bancos e Financeiro, Alimentos e Bebidas, Financeiro, Alimentos e Bebidas",1.0,,,,,,1.0
1204933498025,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,77.89-6-20,"(200, 1000]","(900, 1150]",0.0,0.0,,1.0,,,,,,1.0
1207136840602,CE,MARACANAU,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.33-2-77,"(8000, 10000]","(3000, 4000]",0.0,1.0,,0.0,,,,,,0.0
1212638756996,CE,FORTALEZA,Segmento 5,206-2 - Sociedade Empresária Limitada,Fonte 2,53.23-6-24,"(70000, 100000]","(250, 350]",0.0,1.0,,1.0,,,,"(10, 20]",1.0,0.0
1218791540698,CE,FORTALEZA,Segmento 9,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(3000, 5000]","(750, 900]",0.0,0.0,,0.0,,,,,,0.0
1221781461310,CE,CAUCAIA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,39.87-6-92,"(5000, 8000]","(3000, 4000]",0.0,0.0,,0.0,,,,,,0.0
1221973119690,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(3000, 5000]","(1300, 1600]",0.0,0.0,,1.0,,,,,,0.0
1224178225480,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,0.0
1224372898868,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,64.23-9-54,"(3000, 5000]","(450, 600]",0.0,0.0,,0.0,,,,,,0.0
1226047463366,CE,GUAIUBA,Segmento 5,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(50000, 70000]","(150, 250]",5.0,0.0,,1.0,,,,,,0.0
1228115362160,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 2,39.87-6-92,"(20000, 30000]","(600, 750]",1.0,0.0,Tecnologia e Pagamentos,1.0,,$,,,,0.0
1229317836500,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(5000, 8000]","(4000, 5000]",1.0,0.0,Telecomunicações,0.0,,$$,,,,0.0
1234858644426,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,53.23-6-77,"(0, 1]","(4000, 5000]",0.0,0.0,,1.0,,,,,,0.0
1238542708970,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(1500, 2000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,0.0
1243078175608,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(2000, 3000]","(2400, 3000]",3.0,0.0,Financeiro,0.0,,,,,,0.0
1244109445845,CE,PACAJUS,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(10000, 15000]","(5000, 8000]",0.0,3.0,,1.0,,,,,,0.0
1247471210968,CE,SAO GONCALO DO AMARANTE,Segmento 20,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(8000, 10000]","(2400, 3000]",3.0,2.0,Comunicação,1.0,,,,,,0.0
1247542358971,CE,FORTIM,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(8000, 10000]","(1300, 1600]",2.0,0.0,"Alimentos e Bebidas, Saúde",0.0,,,,,,0.0
1249387761796,CE,FORTALEZA,Segmento 17,206-2 - Sociedade Empresária Limitada,Fonte 1,77.28-1-51,"(100000, 200000]","(250, 350]",0.0,0.0,,0.0,,,,,,0.0
1249563105775,CE,FORTALEZA,Segmento 10,206-2 - Sociedade Empresária Limitada,Fonte 1,77.12-9-84,"(70000, 100000]","(2000, 2400]",2.0,0.0,Bancos e Financeiro,1.0,,,,,,1.0
1254984200587,CE,BEBERIBE,Segmento 19,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(1500, 2000]","(1300, 1600]",2.0,0.0,Financeiro,1.0,,,,,,1.0
1256713350101,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(20000, 30000]","(450, 600]",0.0,0.0,,1.0,,,,,,0.0
1261792560389,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(20000, 30000]","(0, 25]",0.0,0.0,,0.0,,,,"(100, 200]",1.0,0.0
1262965214223,CE,GUARAMIRANGA,Segmento 18,213-5 - Empresário (Individual),Fonte 5,39.87-6-23,"(10000, 15000]","(1300, 1600]",0.0,0.0,,1.0,,,,,,0.0
1264419573003,CE,BATURITE,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(30000, 50000]","(8000, 25000]",0.0,0.0,,0.0,,,,,,0.0
1267319844605,CE,ARACATI,Segmento 16,206-2 - Sociedade Empresária Limitada,Fonte 1,77.74-5-45,"(50000, 70000]","(2000, 2400]",0.0,0.0,,1.0,,,,,,1.0
1268541245033,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(3000, 5000]","(900, 1150]",0.0,0.0,,1.0,,$,,,,0.0
1269587952807,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 5,39.87-6-23,"(10000, 15000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
1271550138352,CE,MARANGUAPE,Segmento 1,213-5 - Empresário (Individual),Fonte 5,53.77-2-48,"(200000, 1000000]","(0, 25]",0.0,0.0,,0.0,,,,,,1.0
1271800812090,CE,FORTALEZA,Segmento 10,206-2 - Sociedade Empresária Limitada,Fonte 5,53.35-1-92,"(100000, 200000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
1273622763947,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(10000, 15000]","(350, 450]",0.0,0.0,,0.0,,,,,,1.0
1273692834383,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.88-2-30,"(3000, 5000]","(900, 1150]",0.0,0.0,,0.0,,,,,,0.0
1274404647504,CE,FORTALEZA,Segmento 18,206-2 - Sociedade Empresária Limitada,Fonte 1,39.87-6-92,"(100000, 200000]","(4000, 5000]",0.0,0.0,,0.0,,,,,,1.0
1276164142001,CE,FORTALEZA,Segmento 4,206-2 - Sociedade Empresária Limitada,Fonte 5,78.78-2-60,"(15000, 20000]","(5000, 8000]",0.0,0.0,,1.0,,,,,,1.0
1276172787684,CE,FORTALEZA,Segmento 15,206-2 - Sociedade Empresária Limitada,Fonte 5,77.49-8-16,"(70000, 100000]","(50, 100]",1.0,0.0,,1.0,,,,,,0.0
1284745192842,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(200, 1000]","(0, 25]",0.0,0.0,,0.0,,,,,,1.0
1285635582155,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 1,53.35-1-92,"(1000, 1500]","(600, 750]",0.0,0.0,,1.0,,,,,,1.0
1289546063690,CE,FORTALEZA,Segmento 10,206-2 - Sociedade Empresária Limitada,Fonte 5,77.12-9-14,"(30000, 50000]","(0, 25]",0.0,0.0,,1.0,,,,,,1.0
1294730040395,CE,BATURITE,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(5000, 8000]",0.0,0.0,,1.0,,,,,,0.0
1294875426839,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(5000, 8000]","(50, 100]",0.0,0.0,,0.0,,,,,,0.0
1295373204171,CE,CAUCAIA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.74-5-45,"(30000, 50000]","(0, 25]",4.0,0.0,,0.0,,,,,,0.0
1300080929922,CE,FORTALEZA,Segmento 19,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(70000, 100000]","(4000, 5000]",4.0,10.0,Saúde,1.0,"(0, 5]",$,,"(500, 750]",1.0,1.0
1301955505814,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(8000, 10000]","(25, 50]",5.0,0.0,,1.0,,,,,,0.0
1302060852574,CE,PACAJUS,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(8000, 10000]","(50, 100]",0.0,0.0,,0.0,,,,,,0.0
1306525577594,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(0, 1]","(4000, 5000]",0.0,0.0,,0.0,,,,,,0.0
1306806672463,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(8000, 10000]","(8000, 25000]",56.0,10.0,"Alimentos e Bebidas, Alimentos e Bebidas, Distribuição, Serviços, Saúde",1.0,"(30, 50]",$$$,,,,1.0
1308268535750,CE,CASCAVEL,Segmento 13,213-5 - Empresário (Individual),Fonte 5,74.49-2-82,"(8000, 10000]","(5000, 8000]",2.0,2.0,,0.0,,,,,,0.0
