id_cliente,uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente
2931981340120,CE,FORTALEZA,Segmento 6,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(70000, 100000]","(1300, 1600]",0.0,3.0,,1.0,,,,"(200, 300]",1.0,0.0
2932344322633,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(3000, 5000]","(5000, 8000]",0.0,0.0,,1.0,,,,,,0.0
2935486353296,CE,CAUCAIA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,39.33-4-41,"(5000, 8000]","(50, 100]",0.0,0.0,,1.0,,,,,,1.0
2937214317732,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(15000, 20000]","(900, 1150]",0.0,0.0,,1.0,,,,,,1.0
2937395117094,CE,PACATUBA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(3000, 5000]","(2400, 3000]",0.0,0.0,,1.0,,,,,,1.0
2937644868999,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(20000, 30000]","(450, 600]",0.0,0.0,,0.0,,,,,,0.0
2940139193441,CE,FORTALEZA,Segmento 14,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(70000, 100000]","(5000, 8000]",37.0,20.0,"Bancos e Financeiro, Alimentos e Bebidas, Financeiro, Bancos e Financeiro, Consultoria, Diversos, Alimentos e Bebidas",1.0,,$,,,,0.0
2942217143187,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.74-5-45,"(5000, 8000]","(900, 1150]",0.0,0.0,,0.0,,,,,,0.0
2942802479546,CE,AQUIRAZ,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
2946269123917,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(3000, 5000]","(4000, 5000]",0.0,0.0,,1.0,,,,,,0.0
2946361534283,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 5,53.35-1-24,"(0, 1]","(350, 450]",0.0,0.0,,1.0,,,,,,1.0
2947463698762,CE,MARANGUAPE,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(5000, 8000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
2947870125173,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 5,53.77-2-48,"(3000, 5000]","(100, 150]",0.0,0.0,,1.0,,,,,,0.0
2948500137069,CE,ITAITINGA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(5000, 8000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
2952926996178,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(20000, 30000]","(25, 50]",0.0,0.0,,1.0,,,,,,0.0
2957593132252,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(8000, 10000]","(250, 350]",0.0,0.0,,1.0,,,,,,0.0
2958689457830,CE,MARACANAU,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(20000, 30000]","(8000, 25000]",0.0,0.0,,0.0,,,,,,0.0
2959753210191,CE,FORTALEZA,Segmento 3,213-5 - Empresário (Individual),Fonte 1,77.77-2-39,"(2000, 3000]","(150, 250]",0.0,0.0,,1.0,,,,,,1.0
2961187279311,CE,CAUCAIA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(8000, 10000]","(250, 350]",0.0,0.0,,1.0,,,,,,0.0
2961478493992,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 1,39.15-7-73,"(20000, 30000]","(50, 100]",0.0,0.0,,1.0,,,,"(30, 50]",1.0,0.0
2963939560439,CE,MARACANAU,Segmento 17,213-5 - Empresário (Individual),Fonte 2,77.79-4-48,"(3000, 5000]","(750, 900]",1.0,0.0,Bancos e Financeiro,1.0,,,,,,1.0
2965237610795,CE,FORTALEZA,Segmento 3,213-5 - Empresário (Individual),Fonte 5,53.23-6-84,"(1500, 2000]","(3000, 4000]",0.0,0.0,,1.0,,,,,,1.0
2965702624648,CE,AQUIRAZ,Segmento 9,213-5 - Empresário (Individual),Fonte 1,77.78-2-37,"(8000, 10000]","(600, 750]",4.0,0.0,"Alimentos e Bebidas, Representação Comercial",1.0,,,,,,1.0
2967114460194,CE,FORTALEZA,Segmento 11,213-5 - Empresário (Individual),Fonte 1,53.77-2-48,"(8000, 10000]","(350, 450]",6.0,1.0,"Alimentos e Bebidas, Diversos",1.0,,,,,,1.0
2967981419947,CE,HORIZONTE,Segmento 14,213-5 - Empresário (Individual),Fonte 2,53.23-6-24,"(3000, 5000]","(1150, 1300]",0.0,0.0,,0.0,,,,,,0.0
2970948045039,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 5,53.35-1-24,"(15000, 20000]","(4000, 5000]",12.0,7.0,"Saúde, Diversos, Telecomunicações",1.0,"(30, 50]",$$,,,,0.0
2973957457251,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(25, 50]",0.0,0.0,,0.0,,,,,,0.0
2974966383353,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(20000, 30000]","(250, 350]",0.0,0.0,,0.0,,,,,,0.0
2975627424923,CE,ITAITINGA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(15000, 20000]","(1600, 2000]",0.0,0.0,,0.0,,,,,,0.0
2978064063178,CE,PACAJUS,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(0, 1]","(2000, 2400]",0.0,0.0,,0.0,,,,,,1.0
2978138898659,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.78-2-37,"(0, 1]","(4000, 5000]",0.0,0.0,,0.0,,,,,,0.0
2978705358953,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(3000, 5000]","(600, 750]",0.0,0.0,,1.0,,$,,,,0.0
2985011622214,CE,FORTALEZA,Segmento 4,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(200, 1000]","(450, 600]",0.0,0.0,,1.0,,,,,,1.0
2986194991156,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.74-5-45,"(50000, 70000]","(8000, 25000]",2.0,0.0,,1.0,,,,,,0.0
2988432526261,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(200, 1000]","(25, 50]",0.0,0.0,,0.0,,,,,,1.0
2990173184981,CE,ARACATI,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(2000, 2400]",2.0,2.0,Bancos e Financeiro,1.0,,,,,,0.0
2995684670513,CE,CAUCAIA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(5000, 8000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,1.0
2995972589333,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(200, 1000]","(3000, 4000]",1.0,0.0,Tecnologia e Pagamentos,0.0,,,,,,0.0
2999985950726,CE,FORTALEZA,Segmento 17,206-2 - Sociedade Empresária Limitada,Fonte 5,76.47-7-37,"(30000, 50000]","(150, 250]",0.0,0.0,,0.0,,,,,,0.0
3000864060127,CE,PINDORETAMA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(1600, 2000]",0.0,0.0,,1.0,,,,,,0.0
3001238883170,CE,CAUCAIA,Segmento 4,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(200, 1000]","(0, 25]",0.0,0.0,,0.0,,,,,,1.0
3002279491071,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 5,77.49-8-16,"(3000, 5000]","(750, 900]",0.0,0.0,,1.0,,,,,,1.0
3003202648604,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 2,53.35-1-24,"(3000, 5000]","(250, 350]",0.0,0.0,,1.0,,,,,,0.0
3005852223907,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 5,53.35-1-92,"(5000, 8000]","(1300, 1600]",0.0,0.0,,1.0,"(0, 5]",$,,,,1.0
3006565083931,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(3000, 5000]","(3000, 4000]",3.0,0.0,"Alimentos e Bebidas, Tecnologia e Pagamentos",1.0,,$,,,,0.0
3009976563892,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,77.36-5-94,"(10000, 15000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
3010776030853,CE,FORTALEZA,Segmento 17,213-5 - Empresário (Individual),Fonte 1,77.60-8-22,"(200, 1000]","(3000, 4000]",0.0,0.0,,1.0,,,,,,0.0
3012101486648,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 2,53.23-6-24,"(5000, 8000]","(2400, 3000]",0.0,0.0,,0.0,"(10, 20]",$,,,,0.0
3012657524850,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 1,77.12-9-14,"(3000, 5000]","(750, 900]",0.0,0.0,,1.0,,,,,,1.0
3015096764665,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(0, 1]","(4000, 5000]",0.0,0.0,,1.0,,,,,,0.0
3015832286490,CE,EUSEBIO,Segmento 15,206-2 - Sociedade Empresária Limitada,Fonte 5,77.49-8-16,"(70000, 100000]","(100, 150]",0.0,0.0,,1.0,,,,,,0.0
3016414609215,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(30000, 50000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
3020348090934,CE,FORTALEZA,Segmento 9,206-2 - Sociedade Empresária Limitada,Fonte 1,77.49-8-16,"(5000, 8000]","(4000, 5000]",0.0,7.0,,1.0,,,,,,1.0
3022437946161,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(30000, 50000]","(1600, 2000]",2.0,0.0,Bancos e Financeiro,1.0,,,,"(50, 100]",1.0,0.0
3024653132518,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(8000, 10000]","(1300, 1600]",0.0,0.0,,0.0,,,,,,0.0
3032843286718,CE,FORTALEZA,Segmento 1,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(8000, 10000]","(2000, 2400]",0.0,0.0,,0.0,,,,,,0.0
3034085388048,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 5,53.23-6-24,"(100000, 200000]","(900, 1150]",2.0,0.0,,1.0,,,,,,0.0
3035376120018,CE,FORTALEZA,Segmento 16,206-2 - Sociedade Empresária Limitada,Fonte 2,77.74-5-45,"(70000, 100000]","(4000, 5000]",1.0,0.0,Tecnologia e Pagamentos,1.0,,,,,,0.0
3040376831830,CE,FORTALEZA,Segmento 15,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,53.23-6-24,"(70000, 100000]","(2400, 3000]",2.0,1.0,,1.0,,$,,,,0.0
3041595433425,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(10000, 15000]","(50, 100]",0.0,0.0,,1.0,,,,,,0.0
3041793344535,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(3000, 5000]","(900, 1150]",0.0,0.0,,0.0,,,,,,0.0
3048815138334,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(3000, 5000]","(150, 250]",0.0,0.0,,1.0,,,,,,0.0
3048914218166,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 5,53.23-6-84,"(20000, 30000]","(250, 350]",0.0,0.0,,0.0,,,"(3.0, 4.0]","(750, 1000]",1.0,0.0
3049252577289,CE,FORTALEZA,Segmento 10,206-2 - Sociedade Empresária Limitada,Fonte 1,39.87-6-92,"(8000, 10000]","(50, 100]",0.0,0.0,,0.0,,,,,,0.0
3050931569098,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(30000, 50000]","(600, 750]",1.0,0.0,Alimentos e Bebidas,1.0,,,,,,1.0
3056467127110,CE,CHOROZINHO,Segmento 5,213-5 - Empresário (Individual),Fonte 1,77.49-8-16,"(10000, 15000]","(3000, 4000]",0.0,0.0,,0.0,,,,,,0.0
3058419746885,CE,MARACANAU,Segmento 18,206-2 - Sociedade Empresária Limitada,Fonte 5,39.87-6-92,"(50000, 70000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
3061257526579,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(200, 1000]","(1600, 2000]",0.0,0.0,,0.0,,,,,,0.0
3063740486695,CE,MARACANAU,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(30000, 50000]","(5000, 8000]",0.0,0.0,,0.0,,$,,,,0.0
3064695659630,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 1,53.35-1-92,"(3000, 5000]","(0, 25]",0.0,0.0,,0.0,,,,,,1.0
3067049348906,CE,FORTALEZA,Segmento 16,206-2 - Sociedade Empresária Limitada,Fonte 2,53.23-6-24,"(20000, 30000]","(25, 50]",0.0,0.0,,0.0,,,"(4.5, 5.0]","(0, 5]",1.0,0.0
3071714308972,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,53.77-2-48,"(3000, 5000]","(900, 1150]",1.0,0.0,Tecnologia e Pagamentos,1.0,"(100, 200]",$$$,,,,1.0
3072911640523,CE,CAUCAIA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(30000, 50000]","(750, 900]",3.0,0.0,"Diversos, Tecnologia e Pagamentos, Alimentos e Bebidas",0.0,,,,,,0.0
3074379910453,CE,MARACANAU,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.74-5-45,"(3000, 5000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
3075013418977,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(3000, 5000]","(3000, 4000]",1.0,0.0,Telecomunicações,1.0,,,,,,0.0
3075634846892,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-77,"(200, 1000]","(1600, 2000]",0.0,0.0,,1.0,,,,,,0.0
3075940979821,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(20000, 30000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,1.0
3080594478971,CE,CHOROZINHO,Segmento 15,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(200, 1000]","(2400, 3000]",0.0,0.0,,0.0,,,,,,0.0
3086528041481,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(2000, 3000]","(900, 1150]",0.0,0.0,,0.0,,,,,,1.0
3088598490155,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(1500, 2000]","(25, 50]",0.0,0.0,,0.0,,,,,,1.0
3091829368980,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(3000, 5000]","(150, 250]",0.0,0.0,,1.0,,,,,,1.0
3097752112082,CE,ARACATI,Segmento 15,213-5 - Empresário (Individual),Fonte 2,53.23-6-77,"(30000, 50000]","(1600, 2000]",1.0,0.0,Bancos e Financeiro,1.0,,,,,,1.0
3101211203175,CE,CAUCAIA,Segmento 7,213-5 - Empresário (Individual),Fonte 1,77.49-8-83,"(3000, 5000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
3102031230260,CE,MARACANAU,Segmento 18,206-2 - Sociedade Empresária Limitada,Fonte 1,39.87-6-92,"(200000, 1000000]","(5000, 8000]",0.0,0.0,,0.0,,,,,,0.0
3102314606836,CE,FORTALEZA,Segmento 20,206-2 - Sociedade Empresária Limitada,Fonte 2,53.23-6-84,"(8000, 10000]","(1150, 1300]",0.0,0.0,,0.0,,$,,,,1.0
3102416079745,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 2,64.23-9-54,"(3000, 5000]","(1150, 1300]",0.0,0.0,,1.0,,,,,,1.0
3102663297076,CE,SAO GONCALO DO AMARANTE,Segmento 10,213-5 - Empresário (Individual),Fonte 1,77.88-2-30,"(200, 1000]","(2400, 3000]",2.0,0.0,,1.0,,,,,,0.0
3104649290233,CE,FORTIM,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(0, 1]","(450, 600]",0.0,0.0,,0.0,,,,,,0.0
3105967372779,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,36.19-4-49,"(8000, 10000]","(1600, 2000]",3.0,0.0,Bancos e Financeiro,1.0,,,,,,1.0
3109119121991,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 5,76.97-5-39,"(3000, 5000]","(1300, 1600]",2.0,0.0,Bancos e Financeiro,1.0,,,,,,1.0
3112043337995,CE,CAUCAIA,Segmento 13,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(15000, 20000]","(900, 1150]",2.0,2.0,Bancos e Financeiro,1.0,,,,,,1.0
3112125330444,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(2400, 3000]",2.0,2.0,"Comércio, Alimentos e Bebidas",1.0,"(10, 20]",$,,,,0.0
3115279868180,CE,CASCAVEL,Segmento 10,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(8000, 10000]","(100, 150]",0.0,0.0,,0.0,,,,,,0.0
3115313379237,CE,SAO GONCALO DO AMARANTE,Segmento 20,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(2000, 3000]","(900, 1150]",0.0,0.0,,1.0,,,,,,1.0
3116073299860,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.33-2-77,"(8000, 10000]","(50, 100]",0.0,0.0,,0.0,,,,,,0.0
3120467078877,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,77.12-9-14,"(0, 1]","(4000, 5000]",0.0,0.0,,0.0,"(200, 500]",$$,,,,0.0
3122259113791,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.49-8-16,"(8000, 10000]","(250, 350]",0.0,0.0,,0.0,,,,,,0.0
3126136326644,CE,FORTALEZA,Segmento 10,206-2 - Sociedade Empresária Limitada,Fonte 1,39.87-6-92,"(3000, 5000]","(1300, 1600]",5.0,0.0,"Bancos e Financeiro, Comércio, Distribuição",0.0,,$,,,,1.0
3126766817844,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,33.43-1-51,"(1000, 1500]","(1600, 2000]",0.0,0.0,,0.0,,,,,,0.0
3126892214407,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(5000, 8000]","(5000, 8000]",0.0,3.0,,1.0,,,,,,1.0
3130884486547,CE,SAO GONCALO DO AMARANTE,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-92,"(30000, 50000]","(4000, 5000]",0.0,0.0,,0.0,,,,,,1.0
3132751128631,CE,FORTIM,Segmento 19,213-5 - Empresário (Individual),Fonte 1,74.49-2-82,"(5000, 8000]","(1600, 2000]",0.0,0.0,,1.0,,,,,,1.0
3132864628973,CE,FORTALEZA,Segmento 15,206-2 - Sociedade Empresária Limitada,Fonte 1,53.23-6-24,"(30000, 50000]","(350, 450]",0.0,0.0,,0.0,,,"(3.0, 4.0]","(0, 5]",1.0,1.0
3132931076857,CE,FORTALEZA,Segmento 9,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(8000, 10000]","(150, 250]",0.0,0.0,,0.0,,,,,,0.0
3133165464498,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(3000, 5000]","(150, 250]",0.0,0.0,,0.0,,,,,,1.0
3137392750383,CE,FORTALEZA,Segmento 19,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(2000, 2400]",0.0,0.0,,0.0,,,,"(50, 100]",1.0,1.0
3137935799959,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(5000, 8000]","(1600, 2000]",0.0,0.0,,1.0,,,,,,0.0
3138447822731,CE,CAUCAIA,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(5000, 8000]","(1300, 1600]",1.0,0.0,Telecomunicações,1.0,,,,,,1.0
3139626479781,CE,SAO GONCALO DO AMARANTE,Segmento 16,213-5 - Empresário (Individual),Fonte 5,77.77-2-39,"(5000, 8000]","(450, 600]",0.0,0.0,,0.0,,,,,,0.0
3141866329314,CE,FORTALEZA,Segmento 10,206-2 - Sociedade Empresária Limitada,Fonte 5,39.87-6-92,"(20000, 30000]","(5000, 8000]",0.0,0.0,,1.0,,$,,,,0.0
3142151806432,CE,FORTALEZA,Segmento 15,213-5 - Empresário (Individual),Fonte 1,77.36-5-94,"(20000, 30000]","(1600, 2000]",0.0,0.0,,1.0,,,,,,0.0
3145698311053,CE,CAUCAIA,Segmento 19,213-5 - Empresário (Individual),Fonte 1,53.77-2-48,"(2000, 3000]","(1300, 1600]",0.0,0.0,,0.0,,,,,,0.0
3147562319810,CE,FORTIM,Segmento 10,213-5 - Empresário (Individual),Fonte 1,77.77-2-39,"(3000, 5000]","(4000, 5000]",0.0,0.0,,0.0,,,,,,0.0
3149703108124,CE,CAUCAIA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.36-5-94,"(2000, 3000]","(8000, 25000]",0.0,0.0,,1.0,,,,,,0.0
3151276268251,CE,AQUIRAZ,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(0, 1]","(4000, 5000]",0.0,0.0,,0.0,,,,,,0.0
3152023721394,CE,FORTALEZA,Segmento 16,213-5 - Empresário (Individual),Fonte 1,77.59-9-78,"(8000, 10000]","(750, 900]",0.0,0.0,,1.0,,,,,,0.0
3152224670393,CE,EUSEBIO,Segmento 18,213-5 - Empresário (Individual),Fonte 1,39.87-6-23,"(8000, 10000]","(750, 900]",0.0,0.0,,1.0,,,,,,0.0
3153190008433,CE,FORTALEZA,Segmento 17,213-5 - Empresário (Individual),Fonte 1,77.88-2-30,"(8000, 10000]","(150, 250]",0.0,0.0,,0.0,,,,,,0.0
3154095386640,CE,EUSEBIO,Segmento 9,206-2 - Sociedade Empresária Limitada,Fonte 1,77.78-2-82,"(20000, 30000]","(600, 750]",0.0,1.0,,1.0,,,,,,0.0
3159068783592,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.74-5-45,"(8000, 10000]","(8000, 25000]",0.0,1.0,,1.0,,,,,,0.0
3159259537399,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 2,53.23-6-84,"(1, 200]","(100, 150]",0.0,0.0,,0.0,,,,,,1.0
3160226685708,CE,HORIZONTE,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(0, 25]",0.0,0.0,,0.0,,,,,,0.0
3162119007957,CE,FORTALEZA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(5000, 8000]","(0, 25]",0.0,0.0,,0.0,,,,,,0.0
3164822993386,CE,FORTALEZA,Segmento 20,213-5 - Empresário (Individual),Fonte 5,53.35-1-24,"(3000, 5000]","(900, 1150]",0.0,3.0,,0.0,,,,,,1.0
3166042592066,CE,AQUIRAZ,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.23-6-84,"(10000, 15000]","(900, 1150]",41.0,0.0,"Alimentos e Bebidas, Saúde",0.0,,$,,,,1.0
3166060271273,CE,FORTALEZA,Segmento 9,206-2 - Sociedade Empresária Limitada,Fonte 2,53.23-6-84,"(70000, 100000]","(25, 50]",0.0,0.0,,0.0,,,,"(300, 500]",1.0,1.0
3167008387725,CE,PACATUBA,Segmento 18,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(30000, 50000]","(3000, 4000]",6.0,0.0,"Alimentos e Bebidas, Saúde",1.0,,,,,,0.0
3167395162754,CE,FORTALEZA,Segmento 9,213-5 - Empresário (Individual),Fonte 1,77.12-9-84,"(10000, 15000]","(750, 900]",6.0,0.0,"Bancos e Financeiro, Alimentos e Bebidas",1.0,,,,,,1.0
3171471512137,CE,CAUCAIA,Segmento 10,213-5 - Empresário (Individual),Fonte 5,77.12-9-28,"(3000, 5000]","(5000, 8000]",0.0,0.0,,1.0,,$,,,,0.0
3173915619113,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(1600, 2000]",1.0,0.0,Comércio,1.0,,,,,,1.0
3177691850880,CE,FORTALEZA,Segmento 15,206-2 - Sociedade Empresária Limitada,Fonte 1,77.49-8-83,"(20000, 30000]","(4000, 5000]",12.0,0.0,,1.0,,,,,,0.0
3179619678845,CE,FORTALEZA,Segmento 17,213-5 - Empresário (Individual),Fonte 1,45.50-7-85,"(200, 1000]","(1150, 1300]",0.0,0.0,,0.0,,,,,,1.0
3180097336549,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(8000, 10000]","(600, 750]",0.0,0.0,,0.0,,,,,,0.0
3186837030930,CE,FORTALEZA,Segmento 10,213-5 - Empresário (Individual),Fonte 1,77.89-6-20,"(15000, 20000]","(600, 750]",0.0,0.0,,0.0,,,,,,1.0
3192618525263,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 1,77.33-2-77,"(2000, 3000]","(1300, 1600]",0.0,0.0,,0.0,,,"(4.5, 5.0]","(0, 5]",1.0,0.0
3196513840434,CE,FORTALEZA,Segmento 4,213-5 - Empresário (Individual),Fonte 1,77.12-9-14,"(8000, 10000]","(350, 450]",0.0,0.0,,1.0,,,,,,0.0
3196848001105,CE,FORTALEZA,Segmento 5,213-5 - Empresário (Individual),Fonte 1,53.23-6-24,"(15000, 20000]","(150, 250]",0.0,0.0,,1.0,,,,,,0.0
3197400922302,CE,ARACATI,Segmento 20,213-5 - Empresário (Individual),Fonte 1,53.35-1-24,"(5000, 8000]","(1600, 2000]",0.0,0.0,,0.0,,,,,,0.0
3197601678941,CE,CASCAVEL,Segmento 20,213-5 - Empresário (Individual),Fonte 5,53.23-6-24,"(10000, 15000]","(3000, 4000]",5.0,0.0,"Bancos e Financeiro, Financeiro, Alimentos e Bebidas",1.0,,,,,,1.0
3198282494249,CE,CAUCAIA,Segmento 18,206-2 - Sociedade Empresária Limitada,Fonte 5,77.12-9-14,"(30000, 50000]","(5000, 8000]",0.0,0.0,,1.0,,,,,,0.0
